2025-05-31_16-07-29,000%,main.go:2025-05-31_16-07-29;pilha.go:2025-05-31_16-07-29
2025-05-31_16-09-03,000%,main.go:2025-05-31_16-09-03;pilha.go:2025-05-31_16-07-29
2025-05-31_16-09-09,000%,main.go:2025-05-31_16-09-09;pilha.go:2025-05-31_16-07-29
